family,heads,layers,seed,status,training_budget,width
unification,2,16,11,planned,1,16
unification,2,16,23,planned,1,16
unification,2,16,37,planned,1,16
unification,2,16,11,planned,2,16
unification,2,16,23,planned,2,16
unification,2,16,37,planned,2,16
unification,2,16,11,planned,4,16
unification,2,16,23,planned,4,16
unification,2,16,37,planned,4,16
unification,4,16,11,planned,1,16
unification,4,16,23,planned,1,16
unification,4,16,37,planned,1,16
unification,4,16,11,planned,2,16
unification,4,16,23,planned,2,16
unification,4,16,37,planned,2,16
unification,4,16,11,planned,4,16
unification,4,16,23,planned,4,16
unification,4,16,37,planned,4,16
unification,8,16,11,planned,1,16
unification,8,16,23,planned,1,16
unification,8,16,37,planned,1,16
unification,8,16,11,planned,2,16
unification,8,16,23,planned,2,16
unification,8,16,37,planned,2,16
unification,8,16,11,planned,4,16
unification,8,16,23,planned,4,16
unification,8,16,37,planned,4,16
unification,1,16,11,planned,1,32
unification,1,16,23,planned,1,32
unification,1,16,37,planned,1,32
unification,1,16,11,planned,2,32
unification,1,16,23,planned,2,32
unification,1,16,37,planned,2,32
unification,1,16,11,planned,4,32
unification,1,16,23,planned,4,32
unification,1,16,37,planned,4,32
unification,2,16,11,planned,1,32
unification,2,16,23,planned,1,32
unification,2,16,37,planned,1,32
unification,2,16,11,planned,2,32
unification,2,16,23,planned,2,32
unification,2,16,37,planned,2,32
unification,2,16,11,planned,4,32
unification,2,16,23,planned,4,32
unification,2,16,37,planned,4,32
unification,4,16,11,planned,1,32
unification,4,16,23,planned,1,32
unification,4,16,37,planned,1,32
unification,4,16,11,planned,2,32
unification,4,16,23,planned,2,32
unification,4,16,37,planned,2,32
unification,4,16,11,planned,4,32
unification,4,16,23,planned,4,32
unification,4,16,37,planned,4,32
unification,8,16,11,planned,1,32
unification,8,16,23,planned,1,32
unification,8,16,37,planned,1,32
unification,8,16,11,planned,2,32
unification,8,16,23,planned,2,32
unification,8,16,37,planned,2,32
unification,8,16,11,planned,4,32
unification,8,16,23,planned,4,32
unification,8,16,37,planned,4,32
unification,1,16,11,planned,1,64
unification,1,16,23,planned,1,64
unification,1,16,37,planned,1,64
unification,1,16,11,planned,2,64
unification,1,16,23,planned,2,64
unification,1,16,37,planned,2,64
unification,1,16,11,planned,4,64
unification,1,16,23,planned,4,64
unification,1,16,37,planned,4,64
unification,2,16,11,planned,1,64
unification,2,16,23,planned,1,64
unification,2,16,37,planned,1,64
unification,2,16,11,planned,2,64
unification,2,16,23,planned,2,64
unification,2,16,37,planned,2,64
unification,2,16,11,planned,4,64
unification,2,16,23,planned,4,64
unification,2,16,37,planned,4,64
unification,4,16,11,planned,1,64
unification,4,16,23,planned,1,64
unification,4,16,37,planned,1,64
unification,4,16,11,planned,2,64
unification,4,16,23,planned,2,64
unification,4,16,37,planned,2,64
unification,4,16,11,planned,4,64
unification,4,16,23,planned,4,64
unification,4,16,37,planned,4,64
unification,8,16,11,planned,1,64
unification,8,16,23,planned,1,64
unification,8,16,37,planned,1,64
unification,8,16,11,planned,2,64
unification,8,16,23,planned,2,64
unification,8,16,37,planned,2,64
unification,8,16,11,planned,4,64
unification,8,16,23,planned,4,64
unification,8,16,37,planned,4,64
unification,1,16,11,planned,1,128
unification,1,16,23,planned,1,128
unification,1,16,37,planned,1,128
unification,1,16,11,planned,2,128
unification,1,16,23,planned,2,128
unification,1,16,37,planned,2,128
unification,1,16,11,planned,4,128
unification,1,16,23,planned,4,128
unification,1,16,37,planned,4,128
unification,2,16,11,planned,1,128
unification,2,16,23,planned,1,128
unification,2,16,37,planned,1,128
unification,2,16,11,planned,2,128
unification,2,16,23,planned,2,128
unification,2,16,37,planned,2,128
unification,2,16,11,planned,4,128
unification,2,16,23,planned,4,128
unification,2,16,37,planned,4,128
unification,4,16,11,planned,1,128
unification,4,16,23,planned,1,128
unification,4,16,37,planned,1,128
unification,4,16,11,planned,2,128
unification,4,16,23,planned,2,128
unification,4,16,37,planned,2,128
unification,4,16,11,planned,4,128
unification,4,16,23,planned,4,128
unification,4,16,37,planned,4,128
unification,8,16,11,planned,1,128
unification,8,16,23,planned,1,128
unification,8,16,37,planned,1,128
unification,8,16,11,planned,2,128
unification,8,16,23,planned,2,128
unification,8,16,37,planned,2,128
unification,8,16,11,planned,4,128
unification,8,16,23,planned,4,128
unification,8,16,37,planned,4,128
unification,1,16,11,planned,1,256
unification,1,16,23,planned,1,256
unification,1,16,37,planned,1,256
unification,1,16,11,planned,2,256
unification,1,16,23,planned,2,256
unification,1,16,37,planned,2,256
unification,1,16,11,planned,4,256
unification,1,16,23,planned,4,256
unification,1,16,37,planned,4,256
unification,2,16,11,planned,1,256
unification,2,16,23,planned,1,256
unification,2,16,37,planned,1,256
unification,2,16,11,planned,2,256
unification,2,16,23,planned,2,256
unification,2,16,37,planned,2,256
unification,2,16,11,planned,4,256
unification,2,16,23,planned,4,256
unification,2,16,37,planned,4,256
unification,4,16,11,planned,1,256
unification,4,16,23,planned,1,256
unification,4,16,37,planned,1,256
unification,4,16,11,planned,2,256
unification,4,16,23,planned,2,256
unification,4,16,37,planned,2,256
unification,4,16,11,planned,4,256
unification,4,16,23,planned,4,256
unification,4,16,37,planned,4,256
unification,8,16,11,planned,1,256
unification,8,16,23,planned,1,256
unification,8,16,37,planned,1,256
unification,8,16,11,planned,2,256
unification,8,16,23,planned,2,256
unification,8,16,37,planned,2,256
unification,8,16,11,planned,4,256
unification,8,16,23,planned,4,256
unification,8,16,37,planned,4,256
unification,1,24,11,planned,1,16
unification,1,24,23,planned,1,16
unification,1,24,37,planned,1,16
unification,1,24,11,planned,2,16
unification,1,24,23,planned,2,16
unification,1,24,37,planned,2,16
unification,1,24,11,planned,4,16
unification,1,24,23,planned,4,16
unification,1,24,37,planned,4,16
unification,2,24,11,planned,1,16
unification,2,24,23,planned,1,16
unification,2,24,37,planned,1,16
unification,2,24,11,planned,2,16
unification,2,24,23,planned,2,16
unification,2,24,37,planned,2,16
unification,2,24,11,planned,4,16
unification,2,24,23,planned,4,16
unification,2,24,37,planned,4,16
unification,4,24,11,planned,1,16
unification,4,24,23,planned,1,16
unification,4,24,37,planned,1,16
unification,4,24,11,planned,2,16
unification,4,24,23,planned,2,16
unification,4,24,37,planned,2,16
unification,4,24,11,planned,4,16
unification,4,24,23,planned,4,16
unification,4,24,37,planned,4,16
unification,8,24,11,planned,1,16
unification,8,24,23,planned,1,16
unification,8,24,37,planned,1,16
unification,8,24,11,planned,2,16
unification,8,24,23,planned,2,16
unification,8,24,37,planned,2,16
unification,8,24,11,planned,4,16
unification,8,24,23,planned,4,16
unification,8,24,37,planned,4,16
unification,1,24,11,planned,1,32
unification,1,24,23,planned,1,32
unification,1,24,37,planned,1,32
unification,1,24,11,planned,2,32
unification,1,24,23,planned,2,32
unification,1,24,37,planned,2,32
unification,1,24,11,planned,4,32
unification,1,24,23,planned,4,32
unification,1,24,37,planned,4,32
unification,2,24,11,planned,1,32
unification,2,24,23,planned,1,32
unification,2,24,37,planned,1,32
unification,2,24,11,planned,2,32
unification,2,24,23,planned,2,32
unification,2,24,37,planned,2,32
unification,2,24,11,planned,4,32
unification,2,24,23,planned,4,32
unification,2,24,37,planned,4,32
unification,4,24,11,planned,1,32
unification,4,24,23,planned,1,32
unification,4,24,37,planned,1,32
unification,4,24,11,planned,2,32
unification,4,24,23,planned,2,32
unification,4,24,37,planned,2,32
unification,4,24,11,planned,4,32
unification,4,24,23,planned,4,32
unification,4,24,37,planned,4,32
unification,8,24,11,planned,1,32
unification,8,24,23,planned,1,32
unification,8,24,37,planned,1,32
unification,8,24,11,planned,2,32
unification,8,24,23,planned,2,32
unification,8,24,37,planned,2,32
unification,8,24,11,planned,4,32
unification,8,24,23,planned,4,32
unification,8,24,37,planned,4,32
unification,1,24,11,planned,1,64
unification,1,24,23,planned,1,64
unification,1,24,37,planned,1,64
unification,1,24,11,planned,2,64
unification,1,24,23,planned,2,64
unification,1,24,37,planned,2,64
unification,1,24,11,planned,4,64
unification,1,24,23,planned,4,64
unification,1,24,37,planned,4,64
unification,2,24,11,planned,1,64
unification,2,24,23,planned,1,64
unification,2,24,37,planned,1,64
unification,2,24,11,planned,2,64
unification,2,24,23,planned,2,64
unification,2,24,37,planned,2,64
unification,2,24,11,planned,4,64
unification,2,24,23,planned,4,64
unification,2,24,37,planned,4,64
unification,4,24,11,planned,1,64
unification,4,24,23,planned,1,64
unification,4,24,37,planned,1,64
unification,4,24,11,planned,2,64
unification,4,24,23,planned,2,64
unification,4,24,37,planned,2,64
unification,4,24,11,planned,4,64
unification,4,24,23,planned,4,64
unification,4,24,37,planned,4,64
unification,8,24,11,planned,1,64
unification,8,24,23,planned,1,64
unification,8,24,37,planned,1,64
unification,8,24,11,planned,2,64
unification,8,24,23,planned,2,64
unification,8,24,37,planned,2,64
unification,8,24,11,planned,4,64
unification,8,24,23,planned,4,64
unification,8,24,37,planned,4,64
unification,1,24,11,planned,1,128
unification,1,24,23,planned,1,128
unification,1,24,37,planned,1,128
unification,1,24,11,planned,2,128
unification,1,24,23,planned,2,128
unification,1,24,37,planned,2,128
unification,1,24,11,planned,4,128
unification,1,24,23,planned,4,128
unification,1,24,37,planned,4,128
unification,2,24,11,planned,1,128
unification,2,24,23,planned,1,128
unification,2,24,37,planned,1,128
unification,2,24,11,planned,2,128
unification,2,24,23,planned,2,128
unification,2,24,37,planned,2,128
unification,2,24,11,planned,4,128
unification,2,24,23,planned,4,128
unification,2,24,37,planned,4,128
unification,4,24,11,planned,1,128
unification,4,24,23,planned,1,128
unification,4,24,37,planned,1,128
unification,4,24,11,planned,2,128
unification,4,24,23,planned,2,128
unification,4,24,37,planned,2,128
unification,4,24,11,planned,4,128
unification,4,24,23,planned,4,128
unification,4,24,37,planned,4,128
unification,8,24,11,planned,1,128
unification,8,24,23,planned,1,128
unification,8,24,37,planned,1,128
unification,8,24,11,planned,2,128
unification,8,24,23,planned,2,128
unification,8,24,37,planned,2,128
unification,8,24,11,planned,4,128
unification,8,24,23,planned,4,128
unification,8,24,37,planned,4,128
unification,1,24,11,planned,1,256
unification,1,24,23,planned,1,256
unification,1,24,37,planned,1,256
unification,1,24,11,planned,2,256
unification,1,24,23,planned,2,256
unification,1,24,37,planned,2,256
unification,1,24,11,planned,4,256
unification,1,24,23,planned,4,256
unification,1,24,37,planned,4,256
unification,2,24,11,planned,1,256
unification,2,24,23,planned,1,256
unification,2,24,37,planned,1,256
unification,2,24,11,planned,2,256
unification,2,24,23,planned,2,256
unification,2,24,37,planned,2,256
unification,2,24,11,planned,4,256
unification,2,24,23,planned,4,256
unification,2,24,37,planned,4,256
unification,4,24,11,planned,1,256
unification,4,24,23,planned,1,256
unification,4,24,37,planned,1,256
unification,4,24,11,planned,2,256
unification,4,24,23,planned,2,256
unification,4,24,37,planned,2,256
unification,4,24,11,planned,4,256
unification,4,24,23,planned,4,256
unification,4,24,37,planned,4,256
unification,8,24,11,planned,1,256
unification,8,24,23,planned,1,256
unification,8,24,37,planned,1,256
unification,8,24,11,planned,2,256
unification,8,24,23,planned,2,256
unification,8,24,37,planned,2,256
unification,8,24,11,planned,4,256
unification,8,24,23,planned,4,256
unification,8,24,37,planned,4,256
